iter	MultiClass
341	0.1388538077
342	0.138608107
343	0.1383857698
344	0.1378204704
345	0.1375820503
346	0.1371835591
347	0.1368619159
348	0.1363107547
349	0.135879459
350	0.1354461303
351	0.1348098129
352	0.1342080767
353	0.1338490814
354	0.1333939093
355	0.1329438761
356	0.1323889331
357	0.1320000783
358	0.1315373565
359	0.1313656675
360	0.1310849816
361	0.1308279845
362	0.1305527121
363	0.1300325847
364	0.1295518026
365	0.1291003414
366	0.1285471474
367	0.1283793341
368	0.1281300295
369	0.127676364
370	0.127078033
371	0.1268275611
372	0.1265464453
373	0.1262199295
374	0.1257835048
375	0.1253638378
376	0.1251366197
377	0.1247558516
378	0.1242986422
379	0.1239678793
380	0.1236310582
381	0.1233349645
382	0.122877449
383	0.1227096154
384	0.1225593935
385	0.1222169393
386	0.1217389705
387	0.1214461392
388	0.1212995612
389	0.1210541409
390	0.1203013542
391	0.1200563929
392	0.1197956832
393	0.1192619389
394	0.1191081166
395	0.1187368088
396	0.11850761
397	0.1184347606
398	0.1181141462
399	0.1177100391
400	0.1172121615
401	0.1168971842
402	0.1167026064
403	0.1165271215
404	0.1162505737
405	0.1159527572
406	0.1157764076
407	0.1153056938
408	0.1149787425
409	0.1147455412
410	0.1145406726
411	0.1142138877
412	0.1140445384
413	0.1137196705
414	0.1135815585
415	0.1133538242
416	0.1131893115
417	0.1129612435
418	0.112637884
419	0.112219362
420	0.1119251897
421	0.1114892112
422	0.1111798333
423	0.110992603
424	0.1107766736
425	0.1104611015
426	0.1102994271
427	0.1101506987
428	0.1098214549
429	0.1095199849
430	0.1092715046
431	0.1090947331
432	0.108851986
433	0.1084348913
434	0.1079621344
435	0.1077027037
436	0.1073652677
437	0.1071179236
438	0.1068208348
439	0.1065506102
440	0.1062587475
441	0.1059125027
442	0.1056578742
443	0.1054562071
444	0.1051150029
445	0.1048637974
446	0.104745468
447	0.1044552986
448	0.1042000056
449	0.1040888956
450	0.1036594145
451	0.1033491103
452	0.1029614132
453	0.1027726673
454	0.1025624666
455	0.1023260355
456	0.1021370827
457	0.1018324426
458	0.1014898033
459	0.1011487024
460	0.1008288943
461	0.1004799541
462	0.1003623323
463	0.09993526733
464	0.09960609148
465	0.09936316803
466	0.09904234348
467	0.09889961658
468	0.09858340103
469	0.09829416464
470	0.09813150773
471	0.09793764884
472	0.09772246628
473	0.09757330745
474	0.09733822921
475	0.09710198559
476	0.09696396446
477	0.09678361883
478	0.096602771
479	0.09639419547
480	0.09625710273
481	0.09591870008
482	0.09575617818
483	0.09542012852
484	0.095144248
485	0.09495587046
486	0.09471295698
487	0.09452017324
488	0.09438977568
489	0.09415001549
490	0.09400591019
491	0.09388857219
492	0.09349431846
493	0.09323087218
494	0.09300922097
495	0.09287213587
496	0.0927456226
497	0.09250119402
498	0.09232627124
499	0.09211967232
500	0.09170332025
501	0.09150863624
502	0.09134583329
503	0.09120951445
504	0.09099390862
505	0.09082306712
506	0.09066790838
507	0.09049826744
508	0.09028370791
509	0.09013572322
510	0.08988888863
511	0.08960381969
512	0.08922801479
513	0.0890587245
514	0.08891927324
515	0.08873352814
516	0.08855529248
517	0.08826368196
518	0.08803493115
519	0.08789603659
520	0.08778775157
521	0.08746899837
522	0.08725158233
523	0.08703756686
524	0.08688119536
525	0.08672298202
526	0.08648523854
527	0.08632963641
528	0.08605950997
529	0.08595256438
530	0.08568413659
531	0.08543661643
532	0.08525165889
533	0.08513884862
534	0.08496485252
535	0.08483089059
536	0.08461757141
537	0.08449566602
538	0.08433142413
539	0.08422627309
540	0.08411551597
541	0.08398219369
542	0.08383388536
543	0.08358660755
544	0.08336539713
545	0.08322153544
546	0.08304279422
547	0.08289706375
548	0.08258958769
549	0.08249930325
550	0.08239777942
551	0.08230226616
552	0.08211305048
553	0.08177898281
554	0.08148913585
555	0.08133684591
556	0.08107164853
557	0.08091752024
558	0.08076208096
559	0.08066591577
560	0.08049884118
561	0.08040057849
562	0.08024776242
563	0.0801505514
564	0.08000542634
565	0.07972782155
566	0.07957648273
567	0.07940212361
568	0.07916007556
569	0.07896281242
570	0.07886191546
571	0.07873961928
572	0.07851862293
573	0.0783728196
574	0.07815892999
575	0.07791018436
576	0.07771852724
577	0.07762944823
578	0.07754585533
579	0.07743430652
580	0.07726871591
581	0.07717601994
582	0.07688816509
583	0.07663710831
584	0.07646975982
585	0.0763184684
586	0.07604169444
587	0.07585890717
588	0.07572615996
589	0.07560005815
590	0.07542343163
591	0.07526753022
592	0.07517532418
593	0.07490067845
594	0.07460746789
595	0.07440867651
596	0.07413962255
597	0.07406101754
598	0.0738303004
599	0.07362900151
600	0.07337951917
601	0.0732631229
602	0.0731684862
603	0.0730609965
604	0.07295090118
605	0.07280342417
606	0.07262789316
607	0.07249516075
608	0.0724012673
609	0.0722746875
610	0.07203326894
611	0.07197053729
612	0.07180822403
613	0.07175145124
614	0.07165645585
615	0.07151556128
616	0.07138831935
617	0.07119972723
618	0.07115256795
619	0.07099382033
620	0.07091300031
621	0.0707455926
622	0.070638671
623	0.07056398814
624	0.07044135892
625	0.07023207069
626	0.07013042436
627	0.06995082433
628	0.06981684888
629	0.06975295133
630	0.06962627089
631	0.06952644903
632	0.0694533003
633	0.06935919156
634	0.06922792242
635	0.06906236053
636	0.0689633623
637	0.06885882708
638	0.06868892302
639	0.06858413979
640	0.06848704641
641	0.0682434442
642	0.06812174944
643	0.06801966418
644	0.06785093425
645	0.06770245474
646	0.06759450703
647	0.06752815752
648	0.06744071923
649	0.06732810967
650	0.06719535677
651	0.06713710354
652	0.06700717951
653	0.06698971029
654	0.06676002176
655	0.06664777609
656	0.06645167926
657	0.06630393008
658	0.06612495229
659	0.06597109379
660	0.06581809829
661	0.06570725069
662	0.06561304287
663	0.06547358125
664	0.06526156146
665	0.06504440845
666	0.06485733733
667	0.06466353014
668	0.06447987979
669	0.06433191018
670	0.06425866485
671	0.06413056808
672	0.06394898872
673	0.06381740518
674	0.06368548322
675	0.06355881424
676	0.06343804083
677	0.06332529129
678	0.06319997546
679	0.06310014398
680	0.06298949865
681	0.06283779654
682	0.06277195873
683	0.06267740531
684	0.06263859259
685	0.06238479672
686	0.06226739358
687	0.06220476606
688	0.06211567816
689	0.06199639821
690	0.06192012718
691	0.06178381731
692	0.06160741308
693	0.06152279838
694	0.06132697823
695	0.06128733551
696	0.06118481162
697	0.06109302524
698	0.06090414817
699	0.06071309003
700	0.06050953239
701	0.06038195234
702	0.06024673222
703	0.06019669676
704	0.06003909803
705	0.05987665095
706	0.05976292546
707	0.05964215035
708	0.05947006958
709	0.05937558646
710	0.05917681208
711	0.05911382334
712	0.05905599242
713	0.05899045374
714	0.05886667367
715	0.0587065791
716	0.05858240793
717	0.05843969079
718	0.05829860808
719	0.05817200683
720	0.05806529059
721	0.05797536275
722	0.05784019958
723	0.05775964901
724	0.05757765334
725	0.05744582677
726	0.05734396905
727	0.05718242129
728	0.05710440267
729	0.0570057632
730	0.05688684853
731	0.05674370342
732	0.05673438023
733	0.05660080967
734	0.05656169508
735	0.0564622824
736	0.05637602905
737	0.05633627643
738	0.0562464171
739	0.0561044646
740	0.05598180945
741	0.05588260729
742	0.05583638001
743	0.05575388886
744	0.05567918298
745	0.05558890961
746	0.05552393476
747	0.05541781234
748	0.05533344297
749	0.05519022456
750	0.05510498228
751	0.05506709669
752	0.05495963136
753	0.05487445224
754	0.05475272184
755	0.05468287115
756	0.05464224386
757	0.05447914128
758	0.05434460029
759	0.05427813622
760	0.05422646692
761	0.05414642703
762	0.05406923196
763	0.0539224062
764	0.05376936268
765	0.05366643434
766	0.05356755844
767	0.0534653059
768	0.05333504795
769	0.05317447752
770	0.05307884797
771	0.0530340177
772	0.05296449524
773	0.05285411169
774	0.05279808862
775	0.05263152366
776	0.05246012819
777	0.05235710605
778	0.05226707662
779	0.05212524484
780	0.05200224976
781	0.05189242293
782	0.05179356292
783	0.05171020342
784	0.05158975917
785	0.05150562967
786	0.05144972471
787	0.05135722193
788	0.05127510567
789	0.05113249213
790	0.05101797016
791	0.05092500344
792	0.05082245752
793	0.05072197116
794	0.05065990458
795	0.05057883258
796	0.05052689377
797	0.05047828797
798	0.05043880678
799	0.0503391963
800	0.05022596092
801	0.05018062964
802	0.05011196634
803	0.05004587205
804	0.04999577763
805	0.04991021203
806	0.04978850374
807	0.04973556773
808	0.0496749659
809	0.04963258222
810	0.04954507822
811	0.04944682757
812	0.04941730649
813	0.04933650063
814	0.04927798748
815	0.04914857427
816	0.04907027798
817	0.04898075204
818	0.04887986109
819	0.04878799365
820	0.04872283998
821	0.04861629078
822	0.04856436646
823	0.04845546478
824	0.04836268265
825	0.04825452465
826	0.04809623664
827	0.04803900213
828	0.04792993323
829	0.04781012707
830	0.0477461066
831	0.04759774574
832	0.04754332037
833	0.04751317532
834	0.0473772828
835	0.04727985906
836	0.04716401127
837	0.04710430617
838	0.04701771115
839	0.04696965834
840	0.04685614353
841	0.04678321382
842	0.04670150053
843	0.04661865496
844	0.04658681987
845	0.04653185944
846	0.04648356651
847	0.0464033394
848	0.04631259043
849	0.04625878622
850	0.0461769572
851	0.04612635684
852	0.0459991092
853	0.04584703093
854	0.04578313396
855	0.04567537149
856	0.04554842301
857	0.04543867894
858	0.04534604013
859	0.04530956591
860	0.04528347735
861	0.0452275817
862	0.04518035596
863	0.04508048738
864	0.04497661711
865	0.04494800216
866	0.04485310072
867	0.04479775001
868	0.04471174021
869	0.04464242008
870	0.04452584432
871	0.04450177555
872	0.04443634551
873	0.04430717141
874	0.04422005814
875	0.04420406023
876	0.04413645621
877	0.04411278131
878	0.04406163095
879	0.04400106092
880	0.04396257152
881	0.04384850302
882	0.04378026496
883	0.04366333461
884	0.04362378077
885	0.04357912527
886	0.04350985074
887	0.04342931044
888	0.04338162064
889	0.04331939086
890	0.04325696409
891	0.04320804532
892	0.04314198867
893	0.0430640808
894	0.04300603385
895	0.04292505409
896	0.04289195515
897	0.0428468846
898	0.04275163032
899	0.04265464565
900	0.04261482825
901	0.04255657041
902	0.04245980979
903	0.04236673129
904	0.04229464058
905	0.0422154494
906	0.04219258118
907	0.04213485279
908	0.04206411815
909	0.04201149089
910	0.04196303699
911	0.04192392206
912	0.04183847788
913	0.04176789287
914	0.04170823272
915	0.04165686209
916	0.04161359124
917	0.04152124136
918	0.04142087295
919	0.04138899455
920	0.04135782649
921	0.04126334941
922	0.04120950508
923	0.04114976853
924	0.04112090106
925	0.04104116894
926	0.04101021923
927	0.04089836575
928	0.04085947756
929	0.04079307423
930	0.04076917593
931	0.04068537396
932	0.04059628871
933	0.04054277302
934	0.04048243473
935	0.04040903403
936	0.04036891648
937	0.04031749133
938	0.04022936214
939	0.04015637312
940	0.0400962461
941	0.04003359175
942	0.0399972636
943	0.0399571692
944	0.03992224504
945	0.03985996132
946	0.03978464229
947	0.03975412899
948	0.0396883711
949	0.0396430184
950	0.039585783
951	0.03955581531
952	0.03948857524
953	0.03943216802
954	0.03937601621
955	0.03933918464
956	0.03931701775
957	0.03926261421
958	0.03916398092
959	0.03904196606
960	0.03899276584
961	0.03894856567
962	0.0388626835
963	0.03879879174
964	0.03873325407
965	0.03867908075
966	0.0386083624
967	0.03853060172
968	0.03847800986
969	0.03841406348
970	0.03834880422
971	0.03830426649
972	0.03823337829
973	0.03821146699
974	0.03813210683
975	0.03811048257
976	0.03806304889
977	0.03803462396
978	0.03797203756
979	0.03791819347
980	0.03787516397
981	0.03783671098
982	0.03773648464
983	0.03770581728
984	0.03764823082
985	0.03759822903
986	0.03752641314
987	0.0374587833
988	0.03741781331
989	0.03733561605
990	0.03731049051
991	0.03727057535
992	0.03724339562
993	0.0371700545
994	0.03715833735
995	0.03710614244
996	0.0370535122
997	0.03698724405
998	0.03696485718
999	0.0369207581
